"uuid","name"
"abcebcbe81d3411fb1c5b557ff4dfe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce8e9c3c544337a3d50d367218fe98","Low back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce380a37354561910c6c008aaffe98","NEC NP200G DLP Projector"
"abcefca136f24c0b907346faec6afe98","York Ceiling Mounted Air Cond 3 H/P"
"abcec3f3b02240c9be180f5e6e8bfe98","Polycom SoundStation 2Ex"
"abceae4e375c4677a44e5e800173fe98","Boltless Rack"
"abcea22b5bcb4df29eaae79a59b9fe98","HP Proliant MicroServer"
"abceed2064774820a499c1b36a19fe98","HP Proliant MicroServer"
"abce75dca92e4672b710d9740945fe98","HP ProLiant MicroServer"
"abce378523bc4431886b4fb8788ffe98","HP ProLiant MicroServer"
"abce59f2213544aebe6702fa554cfe98","HP ProLiant MicroServer"
"abceeb87bb5946c49b5e0c7e484dfe98","HP ProLiant MicroServer"
"abce5df317bf4757bd23925b8d62fe98","Dell Dimension 3000"
"abce82fb577245838ad7382f4abbfe98","Symantec VelociRaptor 1100"
"abceef2a3c0a46deb3acfd384926fe98","Sun StoreEdge A1000"
"abce66adea5a4e6fa9dc6826fc2cfe98","Bluedot Avillion 2200"
"abce7d5864744488b74a2e941763fe98","LG desktop"
"abce5856bc1e4e8fa8bd3aa0156cfe98","Cisco 1800 Series"
"abce0665a4ad4eaa84e46419accdfe98","Cisco Catalyst 2950 series"
"abcee9e3770649d8880d4bc93c29fe98","Cisco Catalyst 2950 series"
"abceade7a93e4fedbf10faded5b2fe98","jejejs"
"abce6a207c25451caba5df98be21fe98","Dell E2011Ht monitor"
"abcea1a8608048d687dcf3bc3d38fe98","LG Studioworks C15LA-0 monitor"
"abce99f4084a40f7a8a1891cd959fe98","Dell E773s monitor - Spare"
"abce42d3ae744732bec45c9a1578fe98","Dell E551 monitor - Spare"
"abce5978091a4f58a7fbb22fbf98fe98","Dell E2209Wc monitor - Spare"
"abce6e6309244e669e9bfd8ca21afe98","Dell E2209Wc monitor - Spare"
"abce29fee9a9418db1f9989fd86bfe98","Qnap TS-259 Pro"
"abce76f90d7a43919391f209a5abfe98","Dell E197FPf monitor"
"abce8f06424a4d35861160396a79fe98","Dell monitor"
"abcea2c4d2dc468eadc124014217fe98","LG Studioworks 505G monitor"
"abce2276b3d14cfc8eb1ce9234f4fe98","Cooler Master"
"abce024b447443ecbe9fb93d852bfe98","Dell Dimension 3100"
"abce14143b29400c873f89e1147dfe98","Dell Dimension 3100 - spare"
"abcee27967b94ed598418bd51b38fe98","Dell Dimension 3100 - spare"
"abceb7472d7d41b5a657146d179cfe98","Dell Dimension 2350 - spare"
"abceff328fc349b1a778bcbb4384fe98","Dell Dimension 3100 - spare"
"abceecb238d943d3af5ed71558b3fe98","Compaq"
"abce1f0dab014efaad7d4aa88292fe98","Bluedot Avillion 2200"
"abcea192a71f415abfccf34654fdfe98","HP LaserJet P1505"
"abce37ae54b8453398530030a33ffe98","G-Tek AQ101"
"abceaf05a29b4ea780c313d1c61bfe98","G-Tek AQ101"
"abcefcdd6db1447da384a552ee1bfe98","G-Tek AQ101"
"abce7e74ee7e4f4b8123d2c7a89dfe98","G-Tek AQ101"
"abce0a8ee1f24255a53f81048374fe98","G-Tek AQ101"
"abce1961e1114a5ba864af2cfd05fe98","G-Tek AQ101"
"abce6e04fdc743779d0b3996ad63fe98","G-Tek AQ101"
"abcec9865fe949d78f601e6ed4c0fe98","Dell E1709Wc monitor"
"abceccfc192843619428776f3ebefe98","Dell E177FPc monitor"
"abcedcdae55049b0a4760f47c343fe98","Dell Latitude E5400 - spare"
"abce8c6c773e4e859696aafd3780fe98","Dell Vostro 1310 - spare"
"abced4e3bd8c48188207d9da0df2fe98","Dell Vostro 3460 - spare"
"abce6a48addc443f861f7300a8d1fe98","Lenovo 3000 N100 - spare"
"abce95255d7c424c8bd3b6bdbee2fe98","Dell Latitude 3440"
"abce0ba600564b61b95185577c76fe98","Dell Vostro 2420"
"abceb2c6a4604a45b5566ec997a1fe98","Dell monitor - spare"
"abce5bbe9d1246b3812dfbcb1a7ffe98","Dell Vostro 2420"
"abce7c9f6e8d4ae1bdf52fd68d64fe98","Fujitsu Lifebook S7211 - spare"
"abcef1972acb4991be35cd18fe64fe98","Fujitsu Lifebook S7211"
"abce3ff763fe4e0cbcc760c78daffe98","IBM ThinkPad R60"
"abcedc38f93e46e481b04c66979dfe98","Fujitsu Lifebook A3110"
"abce5dfc0d504952a17434917c32fe98","Fujitsu Lifebook S2110"
"abce91c439b44c288f7d3ca42e7ffe98","Dell Vostro 1520 - spare"
"abce9ce1bbf646f194d7812d2a95fe98","Dell XPS M1330"
"abcecd202e854e739d5b0dbf0438fe98","Sony Vaio S series VPCSA26GG - spare"
"abce2c2be4e34027b8656578f866fe98","ZD1006 router for Wifi system"
"abce4e7f23734a9bab233e406ba8fe98","ZD1006 router for Wifi system"
"abcefa05442a4c068f036ce589aefe98","E/LIB-Smart Intelligent Panel"
"abce1c17af1c4baebc365afc4942fe98","Turin table"
"abce4eef7acc46ecb52df6e8763cfe98","Boltless Rack"
"abce67ed746b477eb06587bd1677fe98","Boltless Rack"
"abceecbcb7174cf49f89a136fb05fe98","Boltless Rack"
"abce9da8daaa4b73a9be08be4e12fe98","Boltless Rack"
"abceab39d7dd487c8aa8c0ce8db8fe98","Boltless Rack"
"abcee3b8e3ca4b4eabadaa50b1b8fe98","Boltless Rack"
"abce85fa25154f9c8a3ad9d9e2e7fe98","Boltless Rack"
"abceff9120524a96bacad837e07dfe98","Boltless Rack"
"abcebb516be24748bc8b62ec0f23fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce62cde98647edaf3c9ac1e0b9fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abcece8c823b44758df18dd7bb90fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce45464e014ea6b2e9e4f7c922fe98","Low back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce17579f5b45a7b86626bbe7e6fe98","Low back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce8e70105a4d478632ab608107fe98","Low back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce19e29b8c48aa9583a2b574e8fe98","Mobile Pedestal"
"abce922ab7a14d8cb08011e61b45fe98","Filing Cabinet 4 Drawer"
"abce79a2282245d0b4021d2d9787fe98","Filling Cabinet 4 drawer"
"abced338f39249bcab58f33d8817fe98","Filing Cabinet 4 Drawer"
"abcebd04af2e4b2e82e8b10f15f2fe98","High Swing Door Cabinet"
"abceeff90639440d958925727bb0fe98","G-Tek AQ101"
"abce1255122f4a56bdc0dcc7f457fe98","G-Tek AQ101"
"abce66c7f1d742a9a97f1fd88af9fe98","HP LaserJet 1022n"
"abce2f6ab22c49649d5302f9a4d3fe98","Dell Dimension E520 - spare"
"abce65e374564818941c4af2f1d3fe98","Dell Dimension E520 - spare"
"abcedd2fa36141d5b34e8d72d35efe98","Round Meeting Table D1500"
"abce795e04134e74b0659a520ca6fe98","G-Tek AQ101"
"abcea7d4d20d4e189b3ba0318aeefe98","HP LaserJet P1505"
"abceabd7fb274db6ac1f85249c55fe98","G-Tek AQ101"
"abce27c7af424b92a232a965169afe98","G-Tek AQ101"
"abce98ef42fd4fa4af7912451b92fe98","HP LaserJet P1505"
"abce045d441b4158aa045c952ba2fe98","LG 505G C15LA-5 monitor"
"abce4ce887864c5ba676266e3805fe98","G-Tek AQ101"
"abce2788729a4faa8d21317614c5fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce789f8d9f4f7c830b79e292bcfe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce3346821a4ed09dc0244d9506fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce8cc4b1004d2ca63ac70bbf57fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce4cb77da9463ba85c124aa065fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abcee87f74e74a80ab7442f2bf95fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce5cd40b3a4b0894fe735759affe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce333d1060412e99d19d812aa5fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce0a26eaae429cbe764e53c54bfe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce8e065e264db995bea9c68e0bfe98","Boltless Rack"
"abce7f4654f947a196896853b4effe98","Boltless Rack"
"abcea5380b0b4b618cd9f0cb35c6fe98","Boltless Rack"
"abce7a2b1b874e1ba7ffce9b60a3fe98","Boltless Rack"
"abce4561b3384d34b409b2f688a3fe98","Boltless Rack"
"abce203df10c4d5aa0325469d06cfe98","Boltless Rack"
"abce25036ef646e982820fc08c81fe98","Boltless Rack"
"abce07f4bae04b038f8825aca544fe98","Boltless Rack"
"abce4cd3256a4855bff7adb1494dfe98","Boltless Rack"
"abce8680bdd6446896cda57b59ecfe98","Panasonic KX-P1121E"
"abce6215a5284261b388c07e321afe98","G-Tek AQ101"
"abce1f63c4e04f78b7efac883919fe98","G-Tek AQ101"
"abce26ba7007476482e17a8a8ee9fe98","HP LaserJet 1022"
"abceb1283b2949d69340b89d93a2fe98","Yealink SIP-T20P"
"abcea055429f43298c7505fe32c8fe98","Yealink SIP T20P"
"abce3533788f411f8316476f1631fe98","Magnetive White Board 60cm x 90cm"
"abce37ab860347c0a57d6372a4f1fe98","HP LaserJet 1020"
"abce38ea4d614c1e93ca733b23affe98","G-Tek AQ101"
"abce6cfa24ed4d8cbbed918c2895fe98","General Workstation 120 Deg - Cluster of 6 - with fixed pedestal"
"abce5929245e4103b6e8dd6e9027fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce0b68b4154a7ebed147b9f793fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce34fce6f64d1daa035af765b6fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce960f7f2d4747a8331728c319fe98","Pedestal 3 Drawer"
"abce19a7f4974cf5a7f21cf957c1fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce6f8125c54ebdae2e85548761fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce3b1950514db09f177fd19e16fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abced087fec44989b335f3a7c173fe98","Dell E2011Ht monitor"
"abce74c864db4c3a8e517da04400fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abceb240f0734ef48c521b089a46fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce286c67c643d08494bada211ffe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce112947b142ca9eef4902c730fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce4d5792384ac9a6dce9c5c181fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abcec4991b0d45d8bb9237c88e47fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce8339dbb842778e1d1818a3dafe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce261fb70a4e7c81847d951f4bfe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce0a4095dd445babb9daf82b90fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce0b3fda43424c83b5bf900ca3fe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce9fb2e9514e1cb78e26deff5cfe98","York Air Cond 1.5 H/P"
"abce02e5d8824e27b3419ab0a77dfe98","Book Shelves"
"abce6e0bb168473b97943a4b19defe98","Mobile Pedestal"
"abcef69aca76463baf54cd942e61fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abceccf230484cfa963784ec24b8fe98","Free Standing Table L1500"
"abce16a04284480caa0bbb261028fe98","Mobile Pedestal"
"abce1a8e3c6342c99edb73601e4dfe98","HOD - L1800 x W1800 with fixed sliding cabinet"
"abce5a44018f433d8e5063646455fe98","HP LaserJet Pro M706n"
"abce27549f66477a8d6b71a400e5fe98","G-Tek AQ101"
"abcec41403d245ff94ee8ca49eeffe98","Free Standing Table L1500"
"abced88189b84cef83fc3c20850bfe98","HP LaserJet P1006"
"abce0fff6f95416f8a3acb88bc1afe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce5861d91f423b89f3fae40c27fe98","Open Shelve Cabinet"
"abceefc6fd234341afadcd0d223cfe98","Magnetive White Board 60cm x 90cm"
"abcee1c8ffb74330bf2e7ff8474ffe98","Yealink SIP T20P"
"abce7c7009e0443695a99e3b1dd7fe98","G-Tek AQ101"
"abcea6fb55fa4ff48d0b9742b32dfe98","mega asset"
"abce7fb2c97841b2a493a2e0455bfe98","HP LaserJet 2420dn"
"abce643e914d42e38135adba16b8fe98","Fuji Xerox DocuPrint C1110 KTB-1"
"abce6f963a5f4f7f81a629cfb59ffe98","HP LaserJet 5100"
"abceb819cb424fb6a4c5b6382db3fe98","Canonscan LiDE20"
"abcef873fe5c4fe4b41ff14a381efe98","Apple iPad 1 - Spare"
"abce6ae7a6e14a189f3124e56fc7fe98","Sony VPL-CX21"
"abce0a332318409f9b0c68d53101fe98","Sony VPL-EX70"
"abcee6d71ec1471984f63844c51efe98","NEC NP 200G projector"
"abce80640e8d4b58bc2622e3d738fe98","Panasonic Laser Fax KX-FL403ML - Spare"
"abcef511ec1d4050b54bad1262bcfe98","Sun Microsystems Enterprise 420R"
"abce72ca6a8445bdbbd324df034bfe98","HP Compaq 6720S"
"abcef37ca08848eaa803afc2756dfe98","Dell Vostro 3400"
"abce49959450476abc126a1a21d7fe98","Dell Vostro 1310"
"abce6ee9301b4b3fa1f68148d8cafe98","Dell Vostro 1310 - spare"
"abceef30b17d43f2a7b98a4dae3cfe98","Dell Vostro 3450"
"abce0c99ce9244759a83046b5c53fe98","Dell XPS 1330 - Spare"
"abcecc1112274e4198b43c22f348fe98","Fujitsu Lifebook A3110"
"abce6e8853be45e081ee6712ea86fe98","Fujitsu Lifebook S7211"
"abce4f2a9be84459bfc8fe0a563efe98","Fujitsu Lifebook S7211 - spare"
"abce557701754185871175c3822bfe98","Dell Dimension 3000"
"abce5cc1722444859c20b0910440fe98","Lenovo 3000 N100"
"abcefeca8fb14fc8bbbb36e7668efe98","Apple MacBook Pro 13 inch"
"abce69c1b3b84b12a6f9eefdad33fe98","Dell Inspiron 15R N5110"
"abce44e39f234e8c80f5dc40bdc6fe98","Dell Vostro 3350"
"abce927108044fd3ae06a0611e5afe98","Dell Vostro 3450"
"abceee37ff5b4b479aaac09f77c6fe98","Dell Dimension E520"
"abce94aed27140b3b10640ee0f59fe98","Dell E2011Ht monitor"
"abce7efebd5e4ea8aed7d800189afe98","Dell Dimension 3000"
"abced233d7264362a8192bc38439fe98","Dell E197FPf monitor"
"abce1533f95042bbb59f7eda5ceefe98","Dell Optiplex 360"
"abcea7ffe06f4883aea996fbdf1cfe98","Dell Dimension 3100"
"abcec6a2435d42f9ad6302d757f6fe98","Dell Vostro - Spare"
"abce6e30ddd343669e23d3c9636bfe98","Dell Dimension 3100"
"abced55e6f06410b80324d95aff8fe98","Dell Dimension E520"
"abce3f44f1c14c208bc9c60c9755fe98","Dell monitor"
"abce73b7473c4bc9a5c668482e71fe98","Dell Dimension E520"
"abce31d301b04601a6ba78af647dfe98","Dell SE198WFPf monitor"
"abce2f6017574e55bba6ee4e3d7afe98","Dell Vostro 220S"
"abce8b2e91514a63b2c9dc393f49fe98","Dell Vostro"
"abce705716574cd2bde6f952d614fe98","Dell E177FPb monitor"
"abcea6a77bf542e4abd2536fefa5fe98","Dell Vostro 230S"
"abce3948938647ceadae5ca0e961fe98","Dell monitor"
"abce9b7cd1e14982bfcc978086a0fe98","Dell Dimension E520"
"abce574466fc4eb2811e59d4c95afe98","Dell Dimension E520"
"abce26ef1388404095edc5ec7b5cfe98","Dell E2011Hc monitor"
"abcead771b384e8c8501043588cffe98","Dell Dimension E520"
"abce84fd20e947d58c754ebf4350fe98","Dell Vostro 230S"
"abce0fa35bd04b888aa88d9d441cfe98","Dell monitor"
"abce893247fb4a9fb7267994dbecfe98","Dell Optiplex 360"
"abce5a15c60a4b26a4373de4633cfe98","Dell monitor"
"abcee0f7ba184da181516672bb6ffe98","Dell Optiplex 360 - spare"
"abced6916b764791919b3a8a3fdafe98","Apple iMac - spare"
"abce798d53ae4c67a2fd5e55c102fe98","Dell Dimension E520 - spare"
"abce5b783f0c4b4597af35a00101fe98","Dell Dimension E520"
"abce451b40dc4b269e330c17f704fe98","Dell E197FPf monitor"
"abcef806bef14dec94d1cc429501fe98","Dell Dimension E520"
"abce717ddf47484691ef08f78ae1fe98","Dell E2209Wc monitor"
"abce4d1b917c4540a2bd0ba57f83fe98","Dell Vostro 3460"
"abcedde16ae343e995785685d723fe98","Dell Inspiron 14R Special Edition"
"abced4d00d6e49b6947d970388f1fe98","Dell Vostro 2420"
"abcedc7fc6814a358a0097005383fe98","Dell Vostro 2420"
"abce047dfd9a46758247d69eaee9fe98","Dell Latitude E5400"
"abce6e0709104f05bf3646e07261fe98","Dell Vostro 3450"
"abce42746ad64427a9f205e24583fe98","Dell Vostro 3450"
"abceb358202f420a915b4e707f9bfe98","Dell Vostro 3450"
"abceb2bc581a4e2ba5bfdcc47cf3fe98","Lenovo IdeaPad Y501P"
"abce6c81217f47e59ea92d1ae448fe98","Dell Inspiron 15R"
"abcef386fe7345bcb16bac621b4ffe98","Dell Inspiron 15R"
"abcecbce8b1541bc8a34c325b803fe98","Dell Inspiron 15R"
"abce6682f9794ff5948a30abbd60fe98","Dell Inspiron 15-3537"
"abcee57e7ed24df1bfd024f3fb47fe98","Dell Vostro 3450"
"abcee0d7ef87426192c83a8619a1fe98","Dell Vostro 3450"
"abce2b74118a4a8d802926c1e951fe98","Fujitsu Lifebook S6410"
"abce3d52190c4695bc6cf5647a3dfe98","Dell XPS 14"
"abce1b5993e24daeaa72360df788fe98","G-Tek AQ101"
"abce55e7c059467f88b306e42bd3fe98","Yealink SIP-T20P"
"abcee9b0441e4b50ab141216315ffe98","G-Tek AQ101"
"abced63cf479467a9d0cc6b69831fe98","Whiteboard"
"abce66a2486443f19fac34ab1aa3fe98","computer"
"abce16e0e0d5475caae0092dbf77fe98","Yealink SIP-T20P"
"abceb957d4ad492484c5b1fc0f30fe98","Yealink SIP-T20P"
"abce61624ee9472b8fcd7773cd06fe98","Toshiba"
"abce2362a6e74a719f67282ee2e1fe98","Aluminium Chair"
"abce9dabbd24425b8acf4821a4cffe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce3787f43043468599da84bcfafe98","HOD - L1800 x W1800 with fixed sliding cabinet"
"abceec80054f4698a0ab5849aacbfe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce5035d0dd4518beaed3c70ee0fe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abced00c45334aa291af5183fff0fe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce9e2bdc3042ef831dce6f3552fe98","Magnetive White Board 60cm x 90cm"
"abce7f6fe6184d0fb9046ffc10bcfe98","York Air Cond 1.5 H/P"
"abce378fc7a74e15881688316012fe98","High Divider Filling Cabinet"
"abce4e049a2f4fb3b7d0e50a3071fe98","HP Compaq Presario V3500"
"abce0484744349d1b9d028ddeed7fe98","Brother GX-6750 Electronic Typewriter"
"abce45b1e1cc4953b76940fa40cbfe98","NEC NP200G DLP Projector"
"abce7ae28f9d4ddeb59c3ae4bf14fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce2083849d40c198e4daca8d71fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abcefaa935c246b4a7fa2dda4058fe98","High back chair with permanent contact mechanism, armrest,black plastic base with castor and gaslift"
"abce8d1ac56b48cd832db992199afe98","Mobile Pedestal"
"abcee805b3f845e185b5ac17cd20fe98","Mobile Pedestal"
"abcea47ad0ab4e5f8fd6ca543adbfe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce6f309da34eeaa6a78a98e96ffe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abcec812e9154270b1ffc6f6379cfe98","Boltless Rack"
"abce625c4e5e4ba9924222a7c57dfe98","Low back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce6f40a8f54b74a3033159665dfe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abcee89706f04e779a6687f90fe4fe98","4 drawer cabinet"
"abcea608e0524cd4a46e74fe3325fe98","Aluminium Coffee Table"
"abce8ace61f44d33ade1db3f2db7fe98","Yealink SIP-T20P"
"abceb83935d648d79eb2a047be62fe98","router.asus.com"
"abce00d869224f7898edc6deeaa2fe98","123"
"abceaf6c4551445ea76ed15efcdcfe98","High back chair with permanent contact mechanism, armrest, black plastic base with castor and gaslift"
"abce93c7721d4664b1ccf82eae69fe98","Filing Cabinet 4 Drawers"
"abce2e4237bc4e7c82d5d566a859fe98","Whiteboard"
"abcec8ab2729437bbbd5ab75142afe98","Whiteboard 2x3"
"abce2462b5b24815b0480dd0453efe98","Hp Laserjet Printer M552"
"abce8f9c544246a498d1337230e0fe98","Desk"
"abceabb9a0aa49b1b0f564feab4afe98","3 tier drawer"
"abce6c871d7447a79f62453fd3f1fe98","HP Printer LaserJet P1505"
"abce3806f7154d0cb35947e915a5fe98","G-Tek Phone"
"abceee2a751245caab4527a1d01efe98","High backed chair"
"abcea6b79f604b44a52a8a774706fe98","Low backed chair"
"abce17a2ccfb4711bb234fedef6efe98","York Aircond"
"abce873976b3470cb07fb655a160fe98","Low backed chair"
"abce8621b1f14906b86784ca2910fe98","Low backed chair"
"abce8809bf784c32b8050d72f9dffe98","HP insurance"
